username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-09-28 05:52;394;1430;"Bundles are a new way to buy crypto on Coinbase. You decide how much to spend. We deliver a market-weighted distribution of assets in your wallets. http://ow.ly/VZ5T50jfpxX pic.twitter.com/zhW2Tiw3rO";;;;"1045521547904135168";https://twitter.com/coinbase/status/1045521547904135168
;2018-09-27 21:50;217;712;""Armstrong belongs to a generation of evangelists who view digital currencies, and the blockchain technology on which they’re based, as tools that will make investing, borrowing, and saving money faster, cheaper, and more egalitarian."— @ FortuneMagazinehttp://fortune.com/longform/coinbase-bitcoin-brian-armstrong/ …";;@;;"1045400217460322305";https://twitter.com/coinbase/status/1045400217460322305
;2018-09-27 18:35;315;956;""Think of Coinbase like Yahoo Finance for crypto — you’ll be able to see a description of the [top 50 coins by market cap], links to associated white papers and project websites, historical trading data, and the current market cap."— @ TheVergehttps://www.theverge.com/2018/9/27/17906388/coinbase-bundle-crypto-index-blockchain …";;@;;"1045351227964325888";https://twitter.com/coinbase/status/1045351227964325888
;2018-09-27 18:00;57;228;"For people totally new to crypto, we created Coinbase Learn, a dedicated portal to help them find answers to some of their basic crypto questions, like at http://coinbase.com/learn .";;;;"1045342457028698114";https://twitter.com/coinbase/status/1045342457028698114
;2018-09-27 18:00;47;214;"We’re also launching asset pages for people to explore and educate themselves about different cryptocurrencies. Check out market cap, volume, prices and more for the top 50 cryptocurrencies by market cap. This resource is available to anyone—not just Coinbase customers.";;;;"1045342456064008192";https://twitter.com/coinbase/status/1045342456064008192
;2018-09-27 18:00;36;129;"Coinbase Bundle helps take the stress out of choosing your first crypto by offering the option to buy a market-weighted bundle of crypto for as little as $25.";;;;"1045342455002886145";https://twitter.com/coinbase/status/1045342455002886145
;2018-09-27 18:00;316;975;"We’re rolling out a suite of new features to help people understand, explore, and buy their first cryptocurrency. Learn more about Coinbase Bundle, Coinbase Asset Pages, and Coinbase Learn here:https://bit.ly/2QekNOR";;;;"1045342454193389568";https://twitter.com/coinbase/status/1045342454193389568
;2018-09-25 23:39;307;1001;"With this shift in process, our customers can expect us to list most high-quality assets over time. If you’ve developed a new digital asset, and it has passed an independent legal and security review, apply to list your asset on Coinbase today: http://listing.coinbase.com pic.twitter.com/YoTDkWtt3E";;;;"1044702895990497281";https://twitter.com/coinbase/status/1044702895990497281
;2018-09-25 23:39;502;1219;"Today we’re announcing a new listing process that will allow us to rapidly add most digital assets that meets our standards and are compliant with local law, while providing our customers with the tools to discover, evaluate, trade, and use digital assets:https://blog.coinbase.com/new-asset-listing-process-a83ef296a0f3 …";;;;"1044702895101247488";https://twitter.com/coinbase/status/1044702895101247488
;2018-09-25 23:39;46;247;"While one of our top customer requests has been to add support for many new digital assets, we have been determining how to do this in a compliant and secure way that maintains the standards our customers have come to expect.";;;;"1044702894379851776";https://twitter.com/coinbase/status/1044702894379851776
;2018-09-25 23:39;332;1402;"Coinbase was founded to give people around the world access to a more open financial system. Towards this end, we’ve always taken a deliberate approach to adding support for new assets to the platform.";;;;"1044702893327101952";https://twitter.com/coinbase/status/1044702893327101952
;2018-09-20 19:10;90;246;"As @ FastCompany notes, the barriers to entry in crypto and blockchain are mostly about perception. "It's emerging as a space where women can get in early" and make their mark.https://www.fastcompany.com/90209617/meet-the-women-who-are-making-sure-blockchain-is-inclusive …";;@;;"1042823321778237440";https://twitter.com/coinbase/status/1042823321778237440
;2018-09-20 15:28;6;16;"This is false. Here are the facts:https://blog.coinbase.com/correcting-the-record-coinbase-does-not-engage-in-proprietary-trading-97e66145af6e?gi=2c1ca80a2088 …";;;;"1042767352901726208";https://twitter.com/coinbase/status/1042767352901726208
;2018-09-20 05:29;231;803;"Correcting the record: Coinbase does not engage in proprietary trading. https://blog.coinbase.com/correcting-the-record-coinbase-does-not-engage-in-proprietary-trading-97e66145af6e …";;;;"1042616691216117761";https://twitter.com/coinbase/status/1042616691216117761
;2018-09-18 19:17;111;549;"Proud to welcome @ li_mike_yue to Coinbase as VP of Data. Mike will help create an open financial system for the world by leveraging existing technologies like machine learning and AI, and innovating around emerging crypto and blockchain data use cases. https://medium.com/@michaelli_85247/joining-coinbase-to-create-an-open-financial-system-for-the-world-acad134fff02 …pic.twitter.com/tBiR9nywxN";;@ @michaelli_85247;;"1042100332120043520";https://twitter.com/coinbase/status/1042100332120043520
